allele_name	gene_family	consensus_gene_name	consensus_product	threshold	alleles_at_maximum_threshold	number_genomes	average_dose	min_dose	max_dose	genomes_containing_fissions	genomes_containing_duplications	number_fission_loci	number_duplicated_loci	no_loci	products	gene_names	min_length(bp)	max_length(bp)	average_length(bp)	cluster	cluster_order	GCA_029747675_1_ASM2974767v1_genomic	GCA_029747785_1_ASM2974778v1_genomic	GCA_029747985_1_ASM2974798v1_genomic	GCA_029952765_1_ASM2995276v1_genomic	GCA_030235225_1_ASM3023522v1_genomic	GCA_030235235_1_ASM3023523v1_genomic	GCA_030235265_1_ASM3023526v1_genomic	GCA_030235285_1_ASM3023528v1_genomic	GCA_030235295_1_ASM3023529v1_genomic	GCA_030235325_1_ASM3023532v1_genomic	GCA_030235345_1_ASM3023534v1_genomic	GCA_030235365_1_ASM3023536v1_genomic	GCA_030235385_1_ASM3023538v1_genomic	GCA_030235405_1_ASM3023540v1_genomic	GCA_030235425_1_ASM3023542v1_genomic	GCA_030235435_1_ASM3023543v1_genomic	GCA_030235465_1_ASM3023546v1_genomic	GCA_030235485_1_ASM3023548v1_genomic	GCA_030235505_1_ASM3023550v1_genomic	GCA_030235545_1_ASM3023554v1_genomic	GCA_030239725_1_ASM3023972v1_genomic	GCA_030239765_1_ASM3023976v1_genomic	GCA_030239785_1_ASM3023978v1_genomic	GCA_030239805_1_ASM3023980v1_genomic	GCA_030239825_1_ASM3023982v1_genomic	GCA_030239835_1_ASM3023983v1_genomic	GCA_030239865_1_ASM3023986v1_genomic	GCA_030239885_1_ASM3023988v1_genomic	GCA_030239895_1_ASM3023989v1_genomic	GCA_030239925_1_ASM3023992v1_genomic	GCA_030239935_1_ASM3023993v1_genomic	GCA_030239965_1_ASM3023996v1_genomic	GCA_030239985_1_ASM3023998v1_genomic	GCA_030240005_1_ASM3024000v1_genomic	GCA_030240015_1_ASM3024001v1_genomic	GCA_030240025_1_ASM3024002v1_genomic	GCA_030240065_1_ASM3024006v1_genomic	GCA_030240085_1_ASM3024008v1_genomic	GCA_030240105_1_ASM3024010v1_genomic	GCA_030240125_1_ASM3024012v1_genomic	GCA_030240135_1_ASM3024013v1_genomic	GCA_030240165_1_ASM3024016v1_genomic	GCA_030240185_1_ASM3024018v1_genomic
g01947_00006	g01947	NA	type IV secretory system conjugative DNA transfer family protein	98	1	9	1	1	1	0	0	0	0	9	type IV secretory system conjugative DNA transfer family protein(9)	NA(9)	405	1674	1533.00	1033	1					JJKLOM_06240					NCGJEB_05480	FNBPHI_04835			HDDGPA_07355			NOBNEL_05685										CEFCCI_05580									FIMDAF_07780				JAJJBD_04610			FPFKPL_06235
g02653_00006	g02653	NA	hypothetical protein	98	1	9	1	1	1	0	0	0	0	9	hypothetical protein(9)	NA(9)	492	492	492.00	1033	2					JJKLOM_06235					NCGJEB_05475	FNBPHI_04840			HDDGPA_07350			NOBNEL_05680										CEFCCI_05575									FIMDAF_07775				JAJJBD_04615			FPFKPL_06230
g03180_00006	g03180	NA	MobF family relaxase	98	1	9	1	1	1	0	0	0	0	9	MobF family relaxase(8):hypothetical protein(1)	NA(9)	843	4452	4050.33	1033	3					JJKLOM_06230					NCGJEB_05470	FNBPHI_04845			HDDGPA_07345			NOBNEL_05675										CEFCCI_05570									FIMDAF_07770				JAJJBD_04620			FPFKPL_06225
g03243_00006	g03243	NA	DNA methylase ( site-specific DNA-methyltransferase adenine-specific%2C Putative type III restriction-modification system)	98	1	9	1	1	1	0	0	0	0	9	DNA methylase ( site-specific DNA-methyltransferase adenine-specific%2C Putative type III restriction-modification system)(9)	NA(9)	2001	2001	2001.00	1034	1								BJCJFD_04930		NCGJEB_04095				HDDGPA_00090							LOBFBJ_02295	HJCBJE_08305			GKNDCE_08975	FDHOFG_02560						CONBLF_07785										GHNCNC_10730	
g03214_00006	g03214	NA	DNA restriction-modification system%2C restriction enzyme	98	1	9	1	1	1	0	0	0	0	9	DNA restriction-modification system%2C restriction enzyme(9)	NA(9)	2574	2574	2574.00	1034	2								BJCJFD_04935		NCGJEB_04090				HDDGPA_00085							LOBFBJ_02290	HJCBJE_08300			GKNDCE_08970	FDHOFG_02565						CONBLF_07790										GHNCNC_10735	
g02042_00001	g02042	NA	hypothetical protein	60	2	9	1	1	1	0	0	0	0	9	hypothetical protein(5):IS21 family transposase(4)	NA(9)	141	1566	741.67	1035	1		PDKELN_04255	LKGPGJ_04275										IONAJF_08325	HDDGPA_00905											GKNDCE_04955									OCDEKD_08955			CNHFKG_08515	KGMBGA_04230		JAJJBD_09365			
g01359_00003	g01359	NA	Uncharacterized HTH-type transcriptional regulator YddM	80	4	9	1.11	1	2	0	1	0	1	10	Uncharacterized HTH-type transcriptional regulator YddM(7):ImmA/IrrE family metallo-endopeptidase(3)	NA(10)	1071	1086	1075.50	1036	1				NHAIDG_02260			PKJNML_05355							HDDGPA_06395;HDDGPA_06840								HJCBJE_07805		FMMFDJ_03455					NDPNHO_03245	OIKCCF_03350		CONBLF_07180							MLFLFD_10895				
g03296_00006	g03296	NA	DUF4209 domain-containing protein	98	1	9	1	1	1	0	0	0	0	9	DUF4209 domain-containing protein(9)	NA(9)	621	1671	1437.67	1037	1						KLBIAF_09055		BJCJFD_02555		NCGJEB_10360				HDDGPA_02480		KBFPKB_02280											CEFCCI_06145							OCDEKD_09360			CNHFKG_08915			JAJJBD_08965			
g01325_00004	g01325	NA	type II toxin-antitoxin system RelE/ParE family toxin	90	4	9	1.11	1	2	0	1	0	1	10	type II toxin-antitoxin system RelE/ParE family toxin(5):Plasmid maintenance system killer protein(5)	NA(10)	294	294	294.00	1038	1				NHAIDG_02255			PKJNML_05350							HDDGPA_06390;HDDGPA_06845								HJCBJE_07810		FMMFDJ_03460					NDPNHO_03240	OIKCCF_03345		CONBLF_07175							MLFLFD_10890				
g01866_00005	g01866	NA	EamA domain-containing protein	95	2	9	1	1	1	0	0	0	0	9	EamA domain-containing protein(7):EamA-like transporter family(2)	NA(9)	432	558	524.67	1039	1							PKJNML_07060			NCGJEB_06240				HDDGPA_07800		KBFPKB_07445								FMMFDJ_06115											ABIDKG_08780						NOAGLL_06425	GHNCNC_01945	FPFKPL_06710
g01348_00004	g01348	NA	site-specific DNA-methyltransferase (adenine-specific)	90	4	9	1.11	1	2	0	1	0	1	10	site-specific DNA-methyltransferase (adenine-specific)(10)	NA(10)	1971	1971	1971.00	1040	1				NHAIDG_02245			PKJNML_05340							HDDGPA_06380;HDDGPA_06855								HJCBJE_07820		FMMFDJ_03470					NDPNHO_03230	OIKCCF_03335		CONBLF_07165							MLFLFD_10880				
g01983_00005	g01983	NA	Ribbon-helix-helix protein CopG domain-containing protein	95	2	9	1	1	1	0	0	0	0	9	Ribbon-helix-helix protein CopG domain-containing protein(9)	NA(9)	306	306	306.00	1041	1	CKFBNF_02090				JJKLOM_06205						FNBPHI_08245	AJPFBF_06340	IONAJF_10200					BKGCNC_08840													EFBKIP_02850		IAMNGM_09810									GHNCNC_11985	
g01227_00001	g01227	NA	ArdC-like ssDNA-binding domain-containing protein	60	5	9	1	1	1	1	0	1	0	9	ArdC-like ssDNA-binding domain-containing protein(8):hypothetical protein(1):Serine/arginine repetitive matrix protein 2(1)	NA(10)	261	1092	978.90	1042	1				NHAIDG_05705					CJEPLJ_05985										DDPEJL_06610	CFCNNG_06755							CEFCCI_01025		NDPNHO_06735	(OIKCCF_00930:OIKCCF_00935)											NOAGLL_07305		FPFKPL_02160
g01668_00006	g01668	NA	Esterase	98	1	9	1	1	1	0	0	0	0	9	Esterase(8):alpha/beta hydrolase-fold protein(1)	NA(9)	759	1020	983.67	1043	1	CKFBNF_05855							BJCJFD_00060		NCGJEB_00765			IONAJF_06140			KBFPKB_06360																		OCDEKD_00055	ABIDKG_00005		CNHFKG_04865			JAJJBD_05915			
g01453	g01453	NA	recombinase family protein	50	3	9	1	1	1	0	0	0	0	9	recombinase family protein(8):DNA invertase(1)	NA(9)	606	711	619.67	1044	1					JJKLOM_06350					NCGJEB_05590	FNBPHI_04890			HDDGPA_07450			NOBNEL_05780										CEFCCI_05690							OCDEKD_05880						JAJJBD_04515			FPFKPL_06325
g01996_00005	g01996	NA	Toxin	95	2	9	1	1	1	0	0	0	0	9	Toxin(9)	NA(9)	276	276	276.00	1045	1	CKFBNF_02095				JJKLOM_06210						FNBPHI_08250	AJPFBF_06345	IONAJF_10195					BKGCNC_08845													EFBKIP_02845		IAMNGM_09815									GHNCNC_11990	
g03159_00006	g03159	NA	50S ribosomal protein L34	98	1	9	1	1	1	0	0	0	0	9	50S ribosomal protein L34(9)	NA(9)	138	138	138.00	1046	1		PDKELN_00030	LKGPGJ_00040			KLBIAF_08800		BJCJFD_05575								KBFPKB_09540															EFBKIP_10515			OCDEKD_09105				KGMBGA_08765				GHNCNC_00165	
g01343_00004	g01343	NA	type I site-specific deoxyribonuclease	90	4	9	1.11	1	2	0	1	0	1	10	type I site-specific deoxyribonuclease(10)	NA(10)	2940	2943	2941.80	1047	1				NHAIDG_02265			PKJNML_05360							HDDGPA_06400;HDDGPA_06835								HJCBJE_07800		FMMFDJ_03450					NDPNHO_03250	OIKCCF_03355		CONBLF_07185							MLFLFD_10900				
g02132_00005	g02132	NA	type II restriction endonuclease	95	2	9	1	1	1	0	0	0	0	9	type II restriction endonuclease(9)	NA(9)	1197	1197	1197.00	1048	1	CKFBNF_01790					KLBIAF_04610															LOBFBJ_08365			FMMFDJ_02870		FDHOFG_01315								OCDEKD_10875			CNHFKG_09725		MLFLFD_06775	JAJJBD_10425			
g02024_00004	g02024	NA	Maff2 family protein	90	2	8	1	1	1	0	0	0	0	8	Maff2 family protein(5):hypothetical protein(3)	NA(8)	201	204	203.62	1049	1					JJKLOM_06280					NCGJEB_05520	FNBPHI_04795			HDDGPA_07395			NOBNEL_05725										CEFCCI_05620													JAJJBD_04570			FPFKPL_06275
g01719_00003	g01719	NA	type IV secretion system protein	80	2	8	1	1	1	0	0	0	0	8	type IV secretion system protein(8)	NA(8)	837	837	837.00	1049	2					JJKLOM_06275					NCGJEB_05515	FNBPHI_04800			HDDGPA_07390			NOBNEL_05720										CEFCCI_05615													JAJJBD_04575			FPFKPL_06270
g01594_00004	g01594	NA	DUF87 domain-containing protein	90	3	8	1	1	1	0	0	0	0	8	DUF87 domain-containing protein(8)	NA(8)	2181	2544	2312.25	1049	3					JJKLOM_06265					NCGJEB_05505	FNBPHI_04810			HDDGPA_07380			NOBNEL_05710										CEFCCI_05605													JAJJBD_04585			FPFKPL_06260
g02096_00002	g02096	NA	CHAP domain-containing protein	70	2	8	1	1	1	0	0	0	0	8	CHAP domain-containing protein(8)	NA(8)	1479	1488	1485.75	1049	4					JJKLOM_06260					NCGJEB_05500	FNBPHI_04815			HDDGPA_07375			NOBNEL_05705										CEFCCI_05600													JAJJBD_04590			FPFKPL_06255
g01824_00001	g01824	NA	hypothetical protein	60	2	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	642	654	643.50	1049	5					JJKLOM_06255					NCGJEB_05495	FNBPHI_04820			HDDGPA_07370			NOBNEL_05700										CEFCCI_05595													JAJJBD_04595			FPFKPL_06250
g03003_00006	g03003	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	228	228	228.00	1049	6					JJKLOM_06245					NCGJEB_05485	FNBPHI_04830			HDDGPA_07360			NOBNEL_05690										CEFCCI_05585													JAJJBD_04605			FPFKPL_06240
g01554_00003	g01554	NA	hypothetical protein	80	3	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	285	285	285.00	1050	1				NHAIDG_12285	JJKLOM_10550							AJPFBF_07315					NOBNEL_09280		DDPEJL_09145	CFCNNG_09165											EFBKIP_10370		IAMNGM_09190										
g02016_00004	g02016	NA	Helix-turn-helix domain-containing protein	90	2	8	1	1	1	0	0	0	0	8	Helix-turn-helix domain-containing protein(8)	NA(8)	222	222	222.00	1050	2				NHAIDG_12290	JJKLOM_10545							AJPFBF_07310					NOBNEL_09285		DDPEJL_09150	CFCNNG_09170											EFBKIP_10375		IAMNGM_09195										
g01884_00005	g01884	unitary	Primase	95	2	8	1	1	1	1	0	1	0	8	Primase(9)	NA(8):unitary(1)	162	522	458.00	1050	3				NHAIDG_12300	JJKLOM_10535							AJPFBF_07300					(NOBNEL_09290:NOBNEL_09295)		DDPEJL_09155	CFCNNG_09175											EFBKIP_10385		IAMNGM_09205										
g01570_00005	g01570	NA	Bifunctional DNA primase/polymerase	95	3	8	1	1	1	0	0	0	0	8	Bifunctional DNA primase/polymerase(5):AAA family ATPase(3)	NA(8)	1500	1581	1530.38	1050	4				NHAIDG_12305	JJKLOM_10530							AJPFBF_07295					NOBNEL_09300		DDPEJL_09160	CFCNNG_09180											EFBKIP_10390		IAMNGM_09210										
g03299_00006	g03299	NA	Cytosine-specific methyltransferase	98	1	8	1	1	1	0	0	0	0	8	Cytosine-specific methyltransferase(8)	NA(8)	1659	1659	1659.00	1051	1		PDKELN_01630	LKGPGJ_01650					BJCJFD_08565							LGAECN_05425								BDBJLG_07165				CEFCCI_03740									FIMDAF_03445		KGMBGA_10665					
g01834_00006	g01834	NA	ATP-binding protein	98	1	8	1	1	1	1	0	1	0	8	ATP-binding protein(7):hypothetical protein(2)	NA(9)	627	2112	1856.67	1051	2		PDKELN_01625	LKGPGJ_01645					(BJCJFD_08610:BJCJFD_08570)							LGAECN_05420								BDBJLG_07160				CEFCCI_03745									FIMDAF_03450		KGMBGA_10670					
g03356_00006	g03356	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	1452	1452	1452.00	1051	3		PDKELN_01620	LKGPGJ_01640					BJCJFD_08615							LGAECN_05415								BDBJLG_07155				CEFCCI_03750									FIMDAF_03455		KGMBGA_10675					
g02046_00006	g02046	unitary	ATP-binding protein	98	1	8	1	1	1	3	0	3	0	8	ATP-binding protein(9):hypothetical protein(2)	NA(8):unitary(3)	1284	5637	4071.00	1051	4		PDKELN_01615	LKGPGJ_01635					BJCJFD_08620							LGAECN_05410								(BDBJLG_10465:BDBJLG_07150)				(CEFCCI_03755:CEFCCI_03760)									FIMDAF_03460		(KGMBGA_10680:KGMBGA_10685)					
g02659_00006	g02659	NA	VanZ family protein	98	1	8	1	1	1	0	0	0	0	8	VanZ family protein(8)	NA(8)	486	486	486.00	1052	1		PDKELN_04280	LKGPGJ_04300											HDDGPA_00930								HJCBJE_11990			GKNDCE_04930						EFBKIP_08130	CONBLF_07805						KGMBGA_04200					
g02563_00006	g02563	NA	VanZ family protein	98	1	8	1	1	1	0	0	0	0	8	VanZ family protein(8)	NA(8)	588	588	588.00	1052	2		PDKELN_04275	LKGPGJ_04295											HDDGPA_00925								HJCBJE_11995			GKNDCE_04935						EFBKIP_08125	CONBLF_07800						KGMBGA_04205					
g03443_00006	g03443	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	1170	1209	1174.88	1053	1					JJKLOM_06320					NCGJEB_05560				HDDGPA_07435			NOBNEL_05765										CEFCCI_05660									FIMDAF_07800				JAJJBD_04530			FPFKPL_06310
g02013_00005	g02013	NA	hypothetical protein	95	2	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	225	225	225.00	1053	2					JJKLOM_06330					NCGJEB_05570				HDDGPA_07445			NOBNEL_05775										CEFCCI_05670									FIMDAF_07810				JAJJBD_04520			FPFKPL_06320
g03284_00006	g03284	NA	AIPR protein	98	1	8	1	1	1	1	0	1	0	8	AIPR protein(7):hypothetical protein(1):AIPR family protein(1)	NA(9)	591	1734	1481.67	1054	1						KLBIAF_09935	PKJNML_09065							HDDGPA_10765										FMMFDJ_09095															MLFLFD_07820		NOAGLL_07905	GHNCNC_01865	(FPFKPL_08345:FPFKPL_09555)
g02529_00006	g02529	NA	DUF1700 domain-containing protein	98	1	8	1	1	1	0	0	0	0	8	DUF1700 domain-containing protein(8)	NA(8)	630	630	630.00	1054	2						KLBIAF_09945	PKJNML_09055							HDDGPA_10775										FMMFDJ_09085															MLFLFD_07810		NOAGLL_07915	GHNCNC_01855	FPFKPL_08355
g03467_00006	g03467	NA	Oxidoreductase%2C NAD-binding domain protein	98	1	8	1	1	1	0	0	0	0	8	Oxidoreductase%2C NAD-binding domain protein(8)	NA(8)	1170	1170	1170.00	1055	1				NHAIDG_09685															DDPEJL_06255	CFCNNG_06400					GKNDCE_03515					OIKCCF_09600				OCDEKD_11175			CNHFKG_10030			JAJJBD_10730			
g03524_00006	g03524	NA	Ribose operon repressor	98	1	8	1	1	1	0	0	0	0	8	Ribose operon repressor(8)	NA(8)	1074	1074	1074.00	1055	2				NHAIDG_09690															DDPEJL_06260	CFCNNG_06405					GKNDCE_03520					OIKCCF_09605				OCDEKD_11170			CNHFKG_10025			JAJJBD_10725			
g01873	g01873	NA	transposase	50	2	8	1	1	1	0	0	0	0	8	transposase(5):hypothetical protein(3)	NA(8)	183	540	406.12	1056	1				NHAIDG_02415										HDDGPA_08835					DDPEJL_08185	CFCNNG_08200		HJCBJE_09395							NDPNHO_08215	OIKCCF_09470	EFBKIP_08065												
g02938_00006	g02938	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	264	264	264.00	1057	1										NCGJEB_03080			IONAJF_04995			KBFPKB_01900		BKGCNC_05510						FMMFDJ_05370			CEFCCI_06770							OCDEKD_08660	ABIDKG_09145								
g02976_00006	g02976	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	243	243	243.00	1058	1				NHAIDG_04830															DDPEJL_02250	CFCNNG_02245		HJCBJE_01800							NDPNHO_01275	OIKCCF_00055	EFBKIP_04025	CONBLF_01590											
g01865_2_00011	g01865_2	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	558	558	558.00	1059	1		PDKELN_06715	LKGPGJ_06730					BJCJFD_00950		NCGJEB_01315						KBFPKB_07000												KMLEIH_06425							ABIDKG_00840			KGMBGA_02520					
g03449_00006	g03449	NA	Site-specific recombinase XerD	98	1	8	1	1	1	0	0	0	0	8	Site-specific recombinase XerD(8)	NA(8)	1197	1197	1197.00	1060	1				NHAIDG_12280	JJKLOM_10555							AJPFBF_07320					NOBNEL_09275		DDPEJL_09140	CFCNNG_09160											EFBKIP_10365		IAMNGM_09185										
g03491_00006	g03491	NA	LCP family protein	98	1	8	1	1	1	0	0	0	0	8	LCP family protein(8)	NA(8)	1125	1125	1125.00	1061	1		PDKELN_04170	LKGPGJ_04190											HDDGPA_10815								HJCBJE_10055			GKNDCE_07435						EFBKIP_10095	CONBLF_10400						KGMBGA_04315					
g01020_4	g01020_4	NA	DNA-processing protein DprA	50	3	8	1	1	1	0	0	0	0	8	DNA-processing protein DprA(7):DNA-binding protein(1)	NA(8)	492	1002	880.88	1062	1	CKFBNF_00315			NHAIDG_05680			PKJNML_07165		CJEPLJ_09490										DDPEJL_06635	CFCNNG_06780									NDPNHO_06655	OIKCCF_00905													
g03122_00006	g03122	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	162	162	162.00	1063	1		PDKELN_04285	LKGPGJ_04305											HDDGPA_00935								HJCBJE_11985			GKNDCE_04925						EFBKIP_08135	CONBLF_07810						KGMBGA_04195					
g01326_1_00008	g01326_1	NA	Gp42	95	3	8	1	1	1	0	0	0	0	8	Gp42(8)	NA(8)	285	285	285.00	1064	1				NHAIDG_12310	JJKLOM_10525							AJPFBF_07290					NOBNEL_09305		DDPEJL_09170	CFCNNG_09190											EFBKIP_10395		IAMNGM_09215										
g03501_00006	g03501	NA	YihY/virulence factor BrkB family protein	98	1	8	1	1	1	0	0	0	0	8	YihY/virulence factor BrkB family protein(8)	NA(8)	1110	1110	1110.00	1065	1				NHAIDG_07435															DDPEJL_07355	CFCNNG_02485	LOBFBJ_08490					FDHOFG_08045		KMLEIH_05775	NDPNHO_05030	OIKCCF_06475													
g01073	g01073	NA	hypothetical protein	50	8	8	1.38	1	2	1	3	1	3	11	hypothetical protein(8):Bro-N domain-containing protein(2):Antirepressor(1):BRO family protein(1)	NA(12)	186	1086	763.75	1066	1									CJEPLJ_09695			AJPFBF_01390			LGAECN_00960;LGAECN_00965								BDBJLG_00960;BDBJLG_00965					(KMLEIH_09160:KMLEIH_09890)								FIMDAF_07170;FIMDAF_07175					NOAGLL_07800		FPFKPL_00360
g02550_00006	g02550	NA	hypothetical protein	98	1	8	1	1	1	0	0	0	0	8	hypothetical protein(8)	NA(8)	609	609	609.00	1067	1				NHAIDG_10970													NOBNEL_06930		DDPEJL_08330	CFCNNG_08420		HJCBJE_02345							NDPNHO_11270	OIKCCF_07385		CONBLF_06310											
g01128_2_00009	g01128_2	NA	Resolvase	98	1	8	1	1	1	0	0	0	0	8	Resolvase(8)	NA(8)	597	600	598.88	1068	1									CJEPLJ_06475				IONAJF_09425	HDDGPA_05820														KMLEIH_06950			EFBKIP_02690			OCDEKD_05775								GHNCNC_12125	FPFKPL_06525
g03412_00006	g03412	NA	ParA family protein	98	1	8	1	1	1	0	0	0	0	8	ParA family protein(8)	NA(8)	1284	1284	1284.00	1069	1					JJKLOM_06250					NCGJEB_05490	FNBPHI_04825			HDDGPA_07365			NOBNEL_05695										CEFCCI_05590													JAJJBD_04600			FPFKPL_06245
g01589_2_00005	g01589_2	NA	PTS glucose transporter subunit IIA	95	2	8	1	1	1	0	0	0	0	8	PTS glucose transporter subunit IIA(7):glucose PTS transporter subunit IIA(1)	NA(8)	1062	2997	2750.62	1070	1									CJEPLJ_08000						LGAECN_03195		NOBNEL_05590						BDBJLG_05605		GKNDCE_09860	FDHOFG_05960										FIMDAF_07445							FPFKPL_10050
g01182_2_00012	g01182_2	NA	ParA family protein	95	2	8	1	1	1	0	0	0	0	8	ParA family protein(8)	NA(8)	594	594	594.00	1071	1					JJKLOM_06325					NCGJEB_05565				HDDGPA_07440			NOBNEL_05770										CEFCCI_05665									FIMDAF_07805				JAJJBD_04525			FPFKPL_06315
g02552_00006	g02552	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	528	609	574.29	1072	1					JJKLOM_06315					NCGJEB_05555	FNBPHI_04760			HDDGPA_07430			NOBNEL_05760										CEFCCI_05655													JAJJBD_04535			
g01644_00004	g01644	NA	hypothetical protein	90	3	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	1008	1008	1008.00	1072	2					JJKLOM_06310					NCGJEB_05550	FNBPHI_04765			HDDGPA_07425			NOBNEL_05755										CEFCCI_05650													JAJJBD_04540			
g02703_00006	g02703	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	441	441	441.00	1072	3					JJKLOM_06305					NCGJEB_05545	FNBPHI_04770			HDDGPA_07420			NOBNEL_05750										CEFCCI_05645													JAJJBD_04545			
g02712_00006	g02712	NA	helix-turn-helix transcriptional regulator	98	1	7	1	1	1	0	0	0	0	7	helix-turn-helix transcriptional regulator(7)	NA(7)	432	432	432.00	1072	4					JJKLOM_06300					NCGJEB_05540	FNBPHI_04775			HDDGPA_07415			NOBNEL_05745										CEFCCI_05640													JAJJBD_04550			
g01385_2_00012	g01385_2	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	870	870	870.00	1072	5					JJKLOM_06295					NCGJEB_05535	FNBPHI_04780			HDDGPA_07410			NOBNEL_05740										CEFCCI_05635													JAJJBD_04555			
g02507_00006	g02507	NA	class F sortase	98	1	7	1	1	1	0	0	0	0	7	class F sortase(7)	NA(7)	645	645	645.00	1072	6					JJKLOM_06285					NCGJEB_05525	FNBPHI_04790			HDDGPA_07400			NOBNEL_05730										CEFCCI_05625													JAJJBD_04565			
g01406_00006	g01406	NA	Serine aminopeptidase S33 domain-containing protein	98	1	7	1	1	1	3	0	3	0	7	Serine aminopeptidase S33 domain-containing protein(6):alpha/beta hydrolase(4)	NA(10)	288	1155	711.30	1073	1		(PDKELN_05180:PDKELN_05185)	(LKGPGJ_05195:LKGPGJ_05200)							NCGJEB_09520						(KBFPKB_07340:KBFPKB_07345)												KMLEIH_05720							ABIDKG_08975			KGMBGA_08275					
g02349_00006	g02349	NA	Glyoxalase/bleomycin resistance protein/dioxygenase	98	1	7	1	1	1	0	0	0	0	7	Glyoxalase/bleomycin resistance protein/dioxygenase(7)	NA(7)	819	819	819.00	1073	2		PDKELN_05175	LKGPGJ_05190							NCGJEB_09515						KBFPKB_07335												KMLEIH_05725							ABIDKG_08980			KGMBGA_08280					
g01910_1_00006	g01910_1	NA	YdhG-like domain-containing protein	98	1	7	1	1	1	0	0	0	0	7	YdhG-like domain-containing protein(7)	NA(7)	465	465	465.00	1073	3		PDKELN_05170	LKGPGJ_05185							NCGJEB_09510						KBFPKB_07330												KMLEIH_05730							ABIDKG_08985			KGMBGA_08285					
g03352_00006	g03352	NA	Puromycin resistance protein pur8	98	1	7	1	1	1	0	0	0	0	7	Puromycin resistance protein pur8(7)	NA(7)	1470	1470	1470.00	1073	4		PDKELN_05155	LKGPGJ_05170							NCGJEB_09495						KBFPKB_07315												KMLEIH_05745							ABIDKG_09000			KGMBGA_03310					
g03428_00006	g03428	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	1134	1254	1236.86	1074	1	CKFBNF_02140				JJKLOM_09960							AJPFBF_10550	IONAJF_08495					BKGCNC_08035															IAMNGM_09590									GHNCNC_12020	
g02635_00006	g02635	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	507	507	507.00	1074	2	CKFBNF_02135				JJKLOM_09965							AJPFBF_10545	IONAJF_08500					BKGCNC_08965															IAMNGM_09595									GHNCNC_12015	
g02359_00006	g02359	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	810	810	810.00	1074	3	CKFBNF_02125				JJKLOM_09975							AJPFBF_10535	IONAJF_08505					BKGCNC_08955															IAMNGM_09605									GHNCNC_12005	
g02203_00006	g02203	NA	HipA-like C-terminal domain-containing protein	98	1	7	1	1	1	0	0	0	0	7	HipA-like C-terminal domain-containing protein(6):hypothetical protein(1)	NA(7)	255	972	863.57	1074	4	CKFBNF_02120				JJKLOM_09980							AJPFBF_10530	IONAJF_08510					BKGCNC_08950															IAMNGM_09610									GHNCNC_12000	
g02061_00005	g02061	NA	Alpha-galactosidase	95	2	7	1	1	1	0	0	0	0	7	Alpha-galactosidase(7)	NA(7)	2187	2187	2187.00	1075	1		PDKELN_11225	LKGPGJ_11240																																ABIDKG_02825			KGMBGA_11565			NOAGLL_10140	GHNCNC_11115	FPFKPL_04290
g03422_00006	g03422	NA	Multiple sugar-binding lipoprotein	98	1	7	1	1	1	0	0	0	0	7	Multiple sugar-binding lipoprotein(7)	NA(7)	1263	1263	1263.00	1075	2		PDKELN_11230	LKGPGJ_11245																																ABIDKG_02830			KGMBGA_11560			NOAGLL_10135	GHNCNC_11120	FPFKPL_04285
g02245_00006	g02245	NA	Putative ABC transporter permease protein	98	1	7	1	1	1	0	0	0	0	7	Putative ABC transporter permease protein(7)	NA(7)	921	924	921.43	1075	3		PDKELN_11235	LKGPGJ_11250																																ABIDKG_02835			KGMBGA_11555			NOAGLL_10130	GHNCNC_11125	FPFKPL_04280
g02958_00006	g02958	NA	hypothetical protein	98	1	7	1	1	1	0	0	0	0	7	hypothetical protein(7)	NA(7)	252	252	252.00	1076	1																								FMMFDJ_06240		FDHOFG_05950		KMLEIH_08485	NDPNHO_01890	OIKCCF_02215		CONBLF_06205	IAMNGM_10775										
